Instrument Group,Instrument,Department,Risk Country,Exchange,Trade CCY,Settlement CCY
Bonds,Credit Linked Notes,RE,NETHERLANDS,NYSE EURONEXTAMSTERDAM,TRY,BEF
Bonds,Credit Linked Notes,EFM,NETHERLANDS,NYSE EURONEXTAMSTERDAM,COP,KRW
Bonds,Credit Linked Notes,TPS,NEW ZEALAND,NEW ZEALAND STOCK EXCHANGE,CZK,HUF
Bonds,Credit Linked Notes,CEOO,NEW ZEALAND,NEW ZEALAND STOCK EXCHANGE,HUF,UYU
Bonds,Credit Linked Notes,Kepler,NORWAY,OSLO STOCK EXCHANGE,BEF,ZAR
Bonds,Credit Linked Notes,TPS,NORWAY,OSLO STOCK EXCHANGE,RSD,DOP
Bonds,Credit Linked Notes,PE,NORWAY,OSLO STOCK EXCHANGE,INR,DOP
Bonds,Credit Linked Notes,EQD,NORWAY,OSLO STOCK EXCHANGE,TRL,CNH
Bonds,Credit Linked Notes,EMD,NORWAY,OSLO STOCK EXCHANGE,HUF,NGN
Bonds,Credit Linked Notes,EFM,NORWAY,OSLO STOCK EXCHANGE,SGD,CHF
Bonds,Credit Linked Notes,CEOO,NORWAY,OSLO STOCK EXCHANGE,THB,TRL
Bonds,Credit Linked Notes,BMG,NORWAY,OSLO STOCK EXCHANGE,CNY,HKD
Bonds,Credit Linked Notes,EQD,Not Applicable,Chicago Mercantile Exchange,KZT,DOP
Bonds,Credit Linked Notes,EFM,Not Applicable,Johannesburg Stock Exchange,PKR,CHF
Bonds,Credit Linked Notes,EMD,Not Applicable,Euronext Amsterdam,NGN,SGD
Bonds,Credit Linked Notes,Kepler,Not Applicable,Colombo,SEK,UYU
Bonds,Credit Linked Notes,Kepler,Not Applicable,Chicago Board Options Exchange,DKK,THB
Bonds,Credit Linked Notes,TPS,PAKISTAN,Karachi,ILS,CLP
Bonds,Credit Linked Notes,FIMA,PAKISTAN,Karachi,DOP,AED
Bonds,Credit Linked Notes,Kepler,PERU,Lima,ARS,INR
Bonds,Credit Linked Notes,EIS,PERU,Lima,VND,HKD
Bonds,Credit Linked Notes,BMG,PERU,Lima,VND,DOP
Bonds,Credit Linked Notes,RE,PHILIPPINES,PHILIPPINES STOCK EXCHANGE,KRW,CNH
Bonds,Credit Linked Notes,EQD,PHILIPPINES,PHILIPPINES STOCK EXCHANGE,ZAR,NZD
Bonds,Credit Linked Notes,TPS,POLAND,Warsaw Stock Exchange,TWD,KZT
Bonds,Credit Linked Notes,BAR,POLAND,Warsaw Stock Exchange,BEF,HUF
Bonds,Credit Linked Notes,BAR,PORTUGAL,EURONEXT LISBON,EGP,CNH
Bonds,Credit Linked Notes,BMG,PORTUGAL,EURONEXT LISBON,RSD,DOP
Bonds,Credit Linked Notes,PE,PORTUGAL,EURONEXT LISBON,NGN,MXN
Bonds,Credit Linked Notes,EQD,PORTUGAL,EURONEXT LISBON,BEF,JPY
Bonds,Credit Linked Notes,EFM,QATAR,Not Applicable,ILS,PHP
Bonds,Credit Linked Notes,TPS,QATAR,Not Applicable,PKR,HUF
Bonds,Credit Linked Notes,TPS,QATAR,Not Applicable,USD,JPY
Bonds,Credit Linked Notes,FIMA,QATAR,Not Applicable,ILS,USD
Bonds,Credit Linked Notes,EFM,ROMANIA,Not Applicable,DKK,DKK
Bonds,Credit Linked Notes,TPS,ROMANIA,Not Applicable,PKR,PEN
Bonds,Credit Linked Notes,EMD,ROMANIA,Not Applicable,PKR,SAR
Bonds,Credit Linked Notes,FIMA,RUSSIA FEDERATION,Not Applicable,MXN,SAR
Bonds,Credit Linked Notes,CEOO,SAUDI ARABIA,Not Applicable,IDR,PHP
Bonds,Credit Linked Notes,TPS,SERBIA,Not Applicable,HUF,CNY
Bonds,Credit Linked Notes,RE,SERBIA,Not Applicable,TWD,EUR
Bonds,Credit Linked Notes,ISG,SERBIA,Not Applicable,IDR,XAU
Bonds,Credit Linked Notes,EIS,SERBIA,Not Applicable,CZK,KZT
Bonds,Credit Linked Notes,TPS,SERBIA,Not Applicable,JPY,SGD
Bonds,Credit Linked Notes,TPS,SINGAPORE,Singapore Exchange,SEK,LKR
Bonds,Credit Linked Notes,RE,SLOVAKIA,Not Applicable,AUD,BRL
Bonds,Credit Linked Notes,BMG,SLOVAKIA,Not Applicable,EUR,KRW
Bonds,Credit Linked Notes,EMD,SOUTH AFRICA,Johannesburg Stock Exchange,SAR,CZK
Bonds,Credit Linked Notes,EMD,SOUTH AFRICA,Johannesburg Stock Exchange,RSD,SAR
Bonds,Credit Linked Notes,FIMA,SOUTH AFRICA,Johannesburg Stock Exchange,PHP,CNH
Bonds,Credit Linked Notes,EFM,SOUTH AFRICA,Johannesburg Stock Exchange,EUR,DOP
Bonds,Credit Linked Notes,EMD,SOUTH AFRICA,Johannesburg Stock Exchange,CNH,IDR
Bonds,Credit Linked Notes,ISG,SOUTH AFRICA,Johannesburg Stock Exchange,BEF,THB
Bonds,Credit Linked Notes,PE,SOUTH AFRICA,Johannesburg Stock Exchange,EUR,CNY
Bonds,Credit Linked Notes,Kepler,SOUTH KOREA,Not Applicable,JPY,VND
Bonds,Credit Linked Notes,BMG,SOUTH KOREA,Not Applicable,RSD,KES
Bonds,Credit Linked Notes,BMG,SOUTH KOREA,Not Applicable,UAH,RSD
Bonds,Credit Linked Notes,EQD,SOUTH KOREA,Not Applicable,EUR,THB
Bonds,Credit Linked Notes,ISG,SPAIN ,MEFF Renta Variable,TRY,PKR
Bonds,Credit Linked Notes,EIS,SRI LANKA,Colombo,PHP,KZT
Bonds,Credit Linked Notes,BAR,SRI LANKA,Colombo,AUD,SGD
Bonds,Credit Linked Notes,ISG,SRI LANKA,Colombo,ZAR,QAR
Bonds,Credit Linked Notes,FIMA,SRI LANKA,Colombo,GBP,INR
Bonds,Credit Linked Notes,ISG,SWEDEN,Not Applicable,KZT,ILS
Bonds,Credit Linked Notes,EQD,SWEDEN,Not Applicable,EUR,ARS
Bonds,Credit Linked Notes,ISG,SWITZERLAND,ICE Futures Europe Financials,BEF,CNH
Bonds,Credit Linked Notes,BAR,SWITZERLAND,ICE Futures Europe Financials,NGN,PEN
Bonds,Credit Linked Notes,Kepler,TAIWAN,Not Applicable,ZAR,PHP
Bonds,Credit Linked Notes,EQD,TAIWAN,Not Applicable,ZAR,UAH
Bonds,Credit Linked Notes,EMD,TAIWAN,Not Applicable,NGN,RON
Bonds,Credit Linked Notes,ISG,THAILAND,THAILAND STOCK EXCHANGE,THB,NGN
Bonds,Credit Linked Notes,PE,THAILAND,THAILAND STOCK EXCHANGE,HUF,TRL
Bonds,Credit Linked Notes,BAR,TURKEY,BORSA ISTANBUL,BRL,RUB
Bonds,Credit Linked Notes,INFRA,TURKEY,BORSA ISTANBUL,BEF,KWD
Bonds,Credit Linked Notes,EFM,TURKEY,BORSA ISTANBUL,VND,IDR
Bonds,Credit Linked Notes,RE,TURKEY,BORSA ISTANBUL,XAU,MYR
Bonds,Credit Linked Notes,EQD,TURKEY,BORSA ISTANBUL,SAR,AED
Bonds,Credit Linked Notes,TPS,UAE,"Nasdaq Dubai	",USD,MYR
Bonds,Credit Linked Notes,EMD,UAE,"Nasdaq Dubai	",CHF,RUB
Bonds,Credit Linked Notes,EMD,UAE,"Nasdaq Dubai	",RON,TRY
Bonds,Credit Linked Notes,EIS,UKRAINE,Not Applicable,EUR,KWD
Bonds,Credit Linked Notes,INFRA,UKRAINE,Not Applicable,UAH,BEF
Bonds,Credit Linked Notes,PE,UKRAINE,Not Applicable,RSD,QAR
Bonds,Credit Linked Notes,INFRA,UKRAINE,Not Applicable,RSD,SAR
Bonds,Credit Linked Notes,BMG,UKRAINE,Not Applicable,BRL,COP
Bonds,Credit Linked Notes,RE,UNITED KINGDOM,ICE Futures Europe Financials,LKR,NZD
Bonds,Credit Linked Notes,EFM,UNITED KINGDOM,ICE Futures Europe Financials,BEF,AUD
Bonds,Credit Linked Notes,PE,UNITED KINGDOM,London Stock Exchange (domestic),HKD,USD
Bonds,Credit Linked Notes,TPS,UNITED STATES,COMEX,PHP,JPY
Bonds,Credit Linked Notes,INFRA,UNITED STATES,COMEX,TRL,MXN
Bonds,Credit Linked Notes,TPS,UNITED STATES,COMEX,UYU,UYU
Bonds,Credit Linked Notes,EIS,UNITED STATES,COMEX,KWD,LKR
Bonds,Credit Linked Notes,FIMA,UNITED STATES,COMEX,SEK,CHF
Bonds,Credit Linked Notes,RE,URUGUAY,Not Applicable,NOK,SEK
Bonds,Credit Linked Notes,EMD,URUGUAY,Not Applicable,RSD,MYR
Bonds,Credit Linked Notes,BMG,VIETNAM,HO CHI MINH STOCK EXCHANGE,THB,SEK
Bonds,Credit Linked Notes,ISG,VIETNAM,HO CHI MINH STOCK EXCHANGE,CZK,NGN
Bonds,FRNs,PE,ARGENTINA,Bolsas Y Mercados Argentinos,TWD,USD
Bonds,FRNs,BAR,ARGENTINA,Bolsas Y Mercados Argentinos,EUR,USD
Bonds,FRNs,INFRA,AUSTRALIA,ASX,VND,AUD
Bonds,FRNs,INFRA,AUSTRIA,Vienna Stock Exchange,USD,XAU
Bonds,FRNs,BAR,BAHRAIN,Kuwait Stock Exchange,USD,KWD
Bonds,FRNs,INFRA,BELGIUM,Euronext Brussels,BEF,EUR
Bonds,FRNs,BMG,BRAZIL,BMNFBOVEURA,CZK,BRL
Bonds,FRNs,EMD,BRAZIL,BMNFBOVEURA,LKR,BRL
Bonds,FRNs,CEOO,CANADA,VENTURE,CNH,ZAR
Bonds,FRNs,ISG,CHILE,SANTIAGO STOCK EXCHANGE,UYU,CHF
Bonds,FRNs,CEOO,CHILE,SANTIAGO STOCK EXCHANGE,BEF,ZAR
Bonds,FRNs,Kepler,COLUMBIA,BOLSA DE VALORES DE COLOMBIA,UAH,COP
Bonds,FRNs,PE,COLUMBIA,BOLSA DE VALORES DE COLOMBIA,NGN,COP
Bonds,FRNs,RE,DENMARK,NASDAQ OMX Copenhagen,PLN,CAD
Bonds,FRNs,EMD,EGYPT,EGYPTIAN STOCK EXCHANGE,DKK,KWD
Bonds,FRNs,EIS,GERMANY ,Eurex,AUD,PLN
Bonds,FRNs,EMD,GLOBAL,"IRISH STOCK EXCHANGE	",KZT,KES
Bonds,FRNs,PE,HONG KONG,Hong Kong Stock Exchange,TRL,SGD
Bonds,FRNs,RE,INDIA,National Stock Exchange of India,ZAR,GBP
Bonds,FRNs,EFM,ISRAEL,Tel Aviv Stock Exchange,BEF,QAR
Bonds,FRNs,EIS,ISRAEL,Tel Aviv Stock Exchange,BRL,CAD
Bonds,FRNs,EQD,KAZAKHSTAN,Not Applicable,UYU,JPY
Bonds,FRNs,Kepler,KUWAIT,Kuwait Stock Exchange,NZD,KWD
Bonds,FRNs,RE,MALAYSIA,Bursa Malaysia,ZAR,NOK
Bonds,FRNs,EFM,MEXICO,MEXDER Exchange,DKK,PHP
Bonds,FRNs,BAR,NETHERLANDS,Euronext Amsterdam,NZD,PEN
Bonds,FRNs,EIS,NEW ZEALAND,NEW ZEALAND STOCK EXCHANGE,THB,PLN
Bonds,FRNs,FIMA,PAKISTAN,Pakistan Stock Exchange,ZAR,RON
Bonds,FRNs,TPS,PORTUGAL,EURONEXT LISBON,EUR,AED
Bonds,FRNs,ISG,PORTUGAL,EURONEXT LISBON,LKR,NOK
Bonds,FRNs,FIMA,SINGAPORE,Singapore Exchange,VND,PKR
Bonds,FRNs,RE,SINGAPORE,Singapore Exchange,HKD,SAR
Bonds,FRNs,BMG,SLOVAKIA,Bratislava Stock Exchange,RUB,CZK
Bonds,FRNs,PE,SPAIN ,MEFF Renta Variable,KZT,IDR
Bonds,FRNs,RE,UAE,"Abu Dhabi	",CAD,SAR
Bonds,FRNs,RE,UAE,"Abu Dhabi	",CLP,KZT
Bonds,FRNs,Kepler,UKRAINE,Not Applicable,CLP,AED
Bonds,FRNs,RE,UNITED KINGDOM,ICE Futures Europe Financials,MYR,CHF
Bonds,FRNs,BMG,UNITED STATES,NASDAQ CAPITAL MARKET(CM),AUD,ARS
Bonds,Inflation Linked Bonds ,EQD,ARGENTINA,Bolsas Y Mercados Argentinos,ILS,USD
Bonds,Inflation Linked Bonds ,PE,ARGENTINA,Bolsas Y Mercados Argentinos,ILS,USD
Bonds,Inflation Linked Bonds ,CEOO,ARGENTINA,Bolsas Y Mercados Argentinos,SAR,USD
Bonds,Inflation Linked Bonds ,FIMA,ARGENTINA,Bolsas Y Mercados Argentinos,LKR,USD
Bonds,Inflation Linked Bonds ,ISG,ARGENTINA,Bolsas Y Mercados Argentinos,TRL,USD
Bonds,Inflation Linked Bonds ,CEOO,ARGENTINA,Bolsas Y Mercados Argentinos,NZD,USD
Bonds,Inflation Linked Bonds ,FIMA,ARGENTINA,Bolsas Y Mercados Argentinos,CNH,USD
Bonds,Inflation Linked Bonds ,INFRA,ARGENTINA,Bolsas Y Mercados Argentinos,RSD,USD
Bonds,Inflation Linked Bonds ,BMG,ARGENTINA,Bolsas Y Mercados Argentinos,AED,USD
Bonds,Inflation Linked Bonds ,Kepler,ARGENTINA,Bolsas Y Mercados Argentinos,SGD,USD
Bonds,Inflation Linked Bonds ,EMD,ARGENTINA,Bolsas Y Mercados Argentinos,ARS,USD
Bonds,Inflation Linked Bonds ,BAR,ARGENTINA,Bolsas Y Mercados Argentinos,ILS,USD
Bonds,Inflation Linked Bonds ,BMG,ARGENTINA,Bolsas Y Mercados Argentinos,NZD,USD
Bonds,Inflation Linked Bonds ,EMD,ARGENTINA,Bolsas Y Mercados Argentinos,HKD,USD
Bonds,Inflation Linked Bonds ,FIMA,ARGENTINA,Bolsas Y Mercados Argentinos,BEF,ARS
Bonds,Inflation Linked Bonds ,BMG,ARGENTINA,Bolsas Y Mercados Argentinos,KZT,ARS
Bonds,Inflation Linked Bonds ,BAR,ARGENTINA,Bolsas Y Mercados Argentinos,CAD,ARS
Bonds,Inflation Linked Bonds ,EIS,ARGENTINA,Bolsas Y Mercados Argentinos,EGP,ARS
Bonds,Inflation Linked Bonds ,PE,ARGENTINA,Bolsas Y Mercados Argentinos,CNY,ARS
Bonds,Inflation Linked Bonds ,ISG,ARGENTINA,Bolsas Y Mercados Argentinos,UYU,ARS
Bonds,Inflation Linked Bonds ,EMD,ARGENTINA,Bolsas Y Mercados Argentinos,KRW,ARS
Bonds,Inflation Linked Bonds ,RE,ARGENTINA,Bolsas Y Mercados Argentinos,PHP,ARS
Bonds,Inflation Linked Bonds ,Kepler,ARGENTINA,Bolsas Y Mercados Argentinos,DOP,ARS
Bonds,Inflation Linked Bonds ,FIMA,ASIA PACIFIC REGION,FIRST NORTH STOCKHOLM,USD,RUB
Bonds,Inflation Linked Bonds ,CEOO,ASIA PACIFIC REGION,Euronext Brussels,RUB,AUD
Bonds,Inflation Linked Bonds ,EMD,ASIA PACIFIC REGION,Bolsas y Mercados Argentinos,SGD,HKD
Bonds,Inflation Linked Bonds ,EIS,ASIA PACIFIC REGION,"Cboe Options Exchange	",RSD,UAH
Bonds,Inflation Linked Bonds ,EFM,ASIA PACIFIC REGION,Mercado Mexicano de Derivados,EUR,LKR
Bonds,Inflation Linked Bonds ,Kepler,ASIA PACIFIC REGION,Commodity Exchange Inc.,KRW,ARS
Bonds,Inflation Linked Bonds ,CEOO,ASIA PACIFIC REGION,CME(CTRL CLR SWAP),NZD,MXN
Bonds,Inflation Linked Bonds ,EIS,ASIA PACIFIC REGION,Chicago Board of Trade,AUD,TRL
Bonds,Inflation Linked Bonds ,Kepler,ASIA PACIFIC REGION,Euronext Amsterdam,MXN,JPY
Bonds,Inflation Linked Bonds ,EFM,ASIA PACIFIC REGION,COMEX,AED,NGN
Bonds,Inflation Linked Bonds ,EMD,ASIA PACIFIC REGION,Chicago Mercantile Exchange,SAR,UYU
Bonds,Inflation Linked Bonds ,BAR,ASIA PACIFIC REGION,Euronext Paris,BEF,THB
Bonds,Inflation Linked Bonds ,Kepler,AUSTRALIA,ASX,KZT,AUD
Bonds,Inflation Linked Bonds ,EMD,AUSTRALIA,ASX,CNY,AUD
Bonds,Inflation Linked Bonds ,EQD,AUSTRALIA,ASX,RUB,AUD
Bonds,Inflation Linked Bonds ,EQD,AUSTRALIA,ASX,PHP,AUD
Bonds,Inflation Linked Bonds ,EQD,AUSTRALIA,ASX,BEF,AUD
Bonds,Inflation Linked Bonds ,INFRA,AUSTRALIA,ASX,UYU,AUD
Bonds,Inflation Linked Bonds ,EIS,AUSTRALIA,ASX TRADE24,IDR,AUD
Bonds,Inflation Linked Bonds ,Kepler,AUSTRALIA,ASX TRADE24,SGD,AUD
Bonds,Inflation Linked Bonds ,FIMA,AUSTRALIA,ASX TRADE24,JPY,AUD
Bonds,Inflation Linked Bonds ,RE,AUSTRALIA,ASX,BRL,AUD
Bonds,Inflation Linked Bonds ,BAR,AUSTRALIA,ASX,CLP,AUD
Bonds,Inflation Linked Bonds ,EIS,AUSTRALIA,ASX,ZAR,AUD
Bonds,Inflation Linked Bonds ,RE,AUSTRALIA,ASX,NOK,AUD
Bonds,Inflation Linked Bonds ,EMD,AUSTRIA,Vienna Stock Exchange,PLN,CNY
Bonds,Inflation Linked Bonds ,EIS,AUSTRIA,Vienna Stock Exchange,RON,ZAR
Bonds,Inflation Linked Bonds ,BAR,AUSTRIA,Vienna Stock Exchange,PLN,CNH
Bonds,Inflation Linked Bonds ,ISG,AUSTRIA,Vienna Stock Exchange,QAR,VND
Bonds,Inflation Linked Bonds ,BMG,AUSTRIA,Vienna Stock Exchange,MXN,INR
Bonds,Inflation Linked Bonds ,TPS,AUSTRIA,Vienna Stock Exchange,RON,QAR
Bonds,Inflation Linked Bonds ,ISG,AUSTRIA,Vienna Stock Exchange,RON,AED
Bonds,Inflation Linked Bonds ,ISG,AUSTRIA,Vienna Stock Exchange,EGP,TWD
Bonds,Inflation Linked Bonds ,ISG,AUSTRIA,Vienna Stock Exchange,CHF,PHP
Bonds,Inflation Linked Bonds ,TPS,AUSTRIA,Vienna Stock Exchange,HUF,ZAR
Bonds,Inflation Linked Bonds ,ISG,AUSTRIA,Vienna Stock Exchange,CAD,CZK
Bonds,Inflation Linked Bonds ,PE,AUSTRIA,Vienna Stock Exchange,DKK,PHP
Bonds,Inflation Linked Bonds ,BAR,AUSTRIA,Vienna Stock Exchange,ARS,UYU
Bonds,Inflation Linked Bonds ,EQD,BAHRAIN,Kuwait Stock Exchange,PKR,KWD
Bonds,Inflation Linked Bonds ,EMD,BAHRAIN,Kuwait Stock Exchange,RSD,KWD
Bonds,Inflation Linked Bonds ,BAR,BAHRAIN,Kuwait Stock Exchange,EUR,KWD
Bonds,Inflation Linked Bonds ,EMD,BAHRAIN,Kuwait Stock Exchange,UAH,KWD
Bonds,Inflation Linked Bonds ,CEOO,BAHRAIN,Kuwait Stock Exchange,INR,KWD
Bonds,Inflation Linked Bonds ,RE,BAHRAIN,Kuwait Stock Exchange,INR,KWD
Bonds,Inflation Linked Bonds ,CEOO,BAHRAIN,Kuwait Stock Exchange,TWD,KWD
Bonds,Inflation Linked Bonds ,CEOO,BAHRAIN,Kuwait Stock Exchange,NZD,KWD
Bonds,Inflation Linked Bonds ,BMG,BAHRAIN,Kuwait Stock Exchange,HKD,KWD
Bonds,Inflation Linked Bonds ,BAR,BAHRAIN,Kuwait Stock Exchange,PHP,KWD
Bonds,Inflation Linked Bonds ,CEOO,BAHRAIN,Kuwait Stock Exchange,TRY,KWD
Bonds,Inflation Linked Bonds ,EFM,BAHRAIN,Kuwait Stock Exchange,ZAR,KWD
Bonds,Inflation Linked Bonds ,ISG,BAHRAIN,Kuwait Stock Exchange,EUR,KWD
Bonds,Inflation Linked Bonds ,EFM,BAHRAIN,Kuwait Stock Exchange,PEN,KWD
Bonds,Inflation Linked Bonds ,EMD,BAHRAIN,Kuwait Stock Exchange,ILS,KWD
Bonds,Inflation Linked Bonds ,INFRA,BAHRAIN,Kuwait Stock Exchange,CLP,KWD
Bonds,Inflation Linked Bonds ,INFRA,BELGIUM,Euronext Brussels,CAD,EUR
Bonds,Inflation Linked Bonds ,RE,BELGIUM,Euronext Brussels,AUD,EUR
Bonds,Inflation Linked Bonds ,Kepler,BELGIUM,Euronext Brussels,NGN,EUR
Bonds,Inflation Linked Bonds ,FIMA,BELGIUM,Euronext Brussels,MXN,EUR
Bonds,Inflation Linked Bonds ,EFM,BELGIUM,Euronext Brussels,GBP,EUR
Bonds,Inflation Linked Bonds ,INFRA,BELGIUM,Euronext Brussels,KWD,EUR
Bonds,Inflation Linked Bonds ,EMD,BELGIUM,Euronext Brussels,USD,EUR
Bonds,Inflation Linked Bonds ,EQD,BELGIUM,Euronext Brussels,TWD,EUR
Bonds,Inflation Linked Bonds ,EFM,BELGIUM,Euronext Brussels,AED,EUR
Bonds,Inflation Linked Bonds ,EQD,BELGIUM,Euronext Brussels,SAR,BEL
Bonds,Inflation Linked Bonds ,EQD,BELGIUM,Euronext Brussels,RSD,BEL
Bonds,Inflation Linked Bonds ,TPS,BELGIUM,Euronext Brussels,HUF,BEL
Bonds,Inflation Linked Bonds ,EIS,BELGIUM,Euronext Brussels,RUB,BEL
Bonds,Inflation Linked Bonds ,INFRA,BELGIUM,NYSE EURONEXTBRUSSELS,VND,BEL
Bonds,Inflation Linked Bonds ,TPS,BELGIUM,NYSE EURONEXTBRUSSELS,AED,BEL
Bonds,Inflation Linked Bonds ,EFM,BRAZIL,BMNFBOVEURA,THB,BRL
Bonds,Inflation Linked Bonds ,EIS,BRAZIL,BMNFBOVEURA,HUF,BRL
Bonds,Inflation Linked Bonds ,BAR,BRAZIL,BMNFBOVEURA,CHF,BRL
Bonds,Inflation Linked Bonds ,FIMA,BRAZIL,BMNFBOVEURA,MXN,BRL
Bonds,Inflation Linked Bonds ,TPS,BRAZIL,BMNFBOVEURA,DKK,BRL
Bonds,Inflation Linked Bonds ,EMD,BRAZIL,BMNFBOVEURA,NZD,BRL
Bonds,Inflation Linked Bonds ,RE,BRAZIL,BMNFBOVEURA,VND,BRL
Bonds,Inflation Linked Bonds ,BMG,BRAZIL,BMNFBOVEURA,CLP,BRL
Bonds,Inflation Linked Bonds ,BMG,BRAZIL,BMNFBOVEURA,VND,BRL
Bonds,Inflation Linked Bonds ,INFRA,BRAZIL,BMNFBOVEURA,THB,BRL
Bonds,Inflation Linked Bonds ,FIMA,BRAZIL,Brasil Bolsa Balcao (B3),RSD,USD
Bonds,Inflation Linked Bonds ,ISG,BRAZIL,Brasil Bolsa Balcao (B3),CLP,USD
Bonds,Inflation Linked Bonds ,TPS,BRAZIL,Brasil Bolsa Balcao (B3),TWD,USD
Bonds,Inflation Linked Bonds ,TPS,BRAZIL,Brasil Bolsa Balcao (B3),VND,USD
Bonds,Inflation Linked Bonds ,EQD,BRAZIL,Brasil Bolsa Balcao (B3),BRL,USD
Bonds,Inflation Linked Bonds ,EQD,BRAZIL,Brasil Bolsa Balcao (B3),CHF,USD
Bonds,Inflation Linked Bonds ,Kepler,CANADA,VENTURE,COP,ZAR
Bonds,Inflation Linked Bonds ,Kepler,CANADA,VENTURE,TRL,ZAR
Bonds,Inflation Linked Bonds ,RE,CANADA,VENTURE,ZAR,ZAR
Bonds,Inflation Linked Bonds ,BMG,CANADA,TORONTO STOCK EXCHANGE,KES,ZAR
Bonds,Inflation Linked Bonds ,BAR,CANADA,TORONTO STOCK EXCHANGE,COP,ZAR
Bonds,Inflation Linked Bonds ,RE,CANADA,TORONTO STOCK EXCHANGE,UAH,AUD
Bonds,Inflation Linked Bonds ,INFRA,CANADA,TORONTO STOCK EXCHANGE,SAR,AUD
Bonds,Inflation Linked Bonds ,EFM,CANADA,TORONTO STOCK EXCHANGE,AED,AUD
Bonds,Inflation Linked Bonds ,Kepler,CANADA,TORONTO STOCK EXCHANGE,CHF,AUD
Bonds,Inflation Linked Bonds ,EMD,CANADA,TORONTO STOCK EXCHANGE,KRW,AUD
Bonds,Inflation Linked Bonds ,FIMA,CANADA,TORONTO STOCK EXCHANGE,KWD,AUD
Bonds,Inflation Linked Bonds ,CEOO,CANADA,TORONTO STOCK EXCHANGE,USD,AUD
Bonds,Inflation Linked Bonds ,FIMA,CANADA,TORONTO STOCK EXCHANGE,SGD,USD
Bonds,Inflation Linked Bonds ,EMD,CANADA,TORONTO STOCK EXCHANGE,PHP,USD
Bonds,Inflation Linked Bonds ,Kepler,CANADA,TORONTO STOCK EXCHANGE,PKR,USD
Bonds,Inflation Linked Bonds ,ISG,CANADA,Montreal Exchange,CNH,USD
Bonds,Inflation Linked Bonds ,PE,CANADA,Montreal Exchange,SGD,USD
Bonds,Inflation Linked Bonds ,FIMA,CANADA,Montreal Exchange,QAR,USD
Bonds,Inflation Linked Bonds ,EMD,CHILE,SANTIAGO STOCK EXCHANGE,XAU,ZAR
Bonds,Inflation Linked Bonds ,ISG,CHILE,SANTIAGO STOCK EXCHANGE,CLP,ZAR
Bonds,Inflation Linked Bonds ,CEOO,CHILE,SANTIAGO STOCK EXCHANGE,JPY,ZAR
Bonds,Inflation Linked Bonds ,BMG,CHILE,SANTIAGO STOCK EXCHANGE,BRL,ZAR
Bonds,Inflation Linked Bonds ,RE,CHILE,SANTIAGO STOCK EXCHANGE,TRY,ZAR
Bonds,Inflation Linked Bonds ,TPS,CHILE,SANTIAGO STOCK EXCHANGE,TRL,AUD
Bonds,Inflation Linked Bonds ,ISG,CHILE,SANTIAGO STOCK EXCHANGE,ZAR,AUD
Bonds,Inflation Linked Bonds ,EMD,CHILE,SANTIAGO STOCK EXCHANGE,PHP,AUD
Bonds,Inflation Linked Bonds ,FIMA,CHILE,SANTIAGO STOCK EXCHANGE,CZK,AUD
Bonds,Inflation Linked Bonds ,CEOO,CHILE,SANTIAGO STOCK EXCHANGE,MXN,AUD
Bonds,Inflation Linked Bonds ,Kepler,CHILE,SANTIAGO STOCK EXCHANGE,EUR,AUD
Bonds,Inflation Linked Bonds ,RE,CHILE,SANTIAGO STOCK EXCHANGE,HUF,AUD
Bonds,Inflation Linked Bonds ,INFRA,CHILE,SANTIAGO STOCK EXCHANGE,KES,AUD
Bonds,Inflation Linked Bonds ,EFM,CHILE,SANTIAGO STOCK EXCHANGE,RON,AUD
Bonds,Inflation Linked Bonds ,PE,CHINA,HK Growth Enterprise Mkt (GEM),CNY,AUD
Bonds,Inflation Linked Bonds ,PE,CHINA,HK FUT EXCH,UAH,AUD
Bonds,Inflation Linked Bonds ,EQD,CHINA,BEIJING STOCK EXCHANGE,CNY,AUD
Bonds,Inflation Linked Bonds ,CEOO,CHINA,Hong Kong Futures Exchange,SGD,AUD
Bonds,Inflation Linked Bonds ,BMG,CHINA,SHANGHAI HK STOCK CONNECT (C1),IDR,AUD
Bonds,Inflation Linked Bonds ,TPS,CHINA,China Financial Futures Exchange,UYU,ZAR
Bonds,Inflation Linked Bonds ,Kepler,CHINA,China Financial Futures Exchange,XAU,ZAR
Bonds,Inflation Linked Bonds ,EIS,CHINA,BEIJING STOCK EXCHANGE,HUF,ZAR
Bonds,Inflation Linked Bonds ,EQD,CHINA,SHENZHEN STOCK EXCHANGE,TRY,ZAR
Bonds,Inflation Linked Bonds ,PE,CHINA,SHENZHEN STOCK EXCHANGE,CAD,ZAR
Bonds,Inflation Linked Bonds ,Kepler,CHINA,SHENZHEN STOCK EXCHANGE,NOK,ZAR
Bonds,Inflation Linked Bonds ,BMG,CHINA,SHENZHEN STOCK EXCHANGE,CZK,ZAR
Bonds,Inflation Linked Bonds ,BMG,CHINA,Shanghai Futures Exchange,RSD,ZAR
Bonds,Inflation Linked Bonds ,PE,COLUMBIA,BOLSA DE VALORES DE COLOMBIA,MXN,COP
Bonds,Inflation Linked Bonds ,PE,COLUMBIA,BOLSA DE VALORES DE COLOMBIA,UYU,COP
